respondent_id,age_band,response
R0836,40-64,"Just have not got round to it yet, I would have had to pay for parking twice over."
R0837,18-39,"My nurse recommended it twice, hard to explain any better than that!"
R0838,18-39,"Kept putting it off for no good reason, the nearest centre is forty miles away."
R0839,65+,"Look, my nurse recommended it twice, it is complicated."
R0840,18-39,"Well, just have not got round to it yet, nothing else to add really."
R0841,18-39,"To be fair, my shifts never line up with their opening hours."
R0842,40-64,"I keep meaning to book it and forgetting, hard to explain any better than that."
R0843,40-64,"To be fair, it is on my list, honestly it is."
R0844,65+,"Well, childcare makes a weekday appointment impossible, they rushed it out to make money."
R0845,65+,"Well, there is too much money in it for me to believe them, that is about the size of it!"
R0846,65+,"Put it this way, just have not got round to it yet, I do not trust big pharma, full stop, was made to feel stupid for asking a question."
R0847,18-39,"I heard nothing from anybody about it, there is no bus out here and I do not drive."
R0848,65+,"Put it this way, my doctor explained it and I was happy, it is complicated!"
R0849,65+,"Look, not one person in the surgery mentioned it, could not get the time off work for it."
R0850,18-39,"To be fair, the manufacturers have lied before and got away with it, it is complicated."
R0851,40-64,"Put it this way, follow the money and you have your answer, it is complicated."
R0852,65+,"My nurse recommended it twice, it is complicated!"
R0853,40-64,"My GP never brought it up, hard to explain any better than that!"
R0854,40-64,"Was made to feel stupid for asking a question, that is about the size of it!"
R0855,65+,"Honestly, my shifts never line up with their opening hours."
R0856,65+,"The clinic closes at five and I work two jobs, anyway, that is my reason."
R0857,65+,"Honestly, I just do not think it is necessary, hard to explain any better than that."
R0858,18-39,"To be fair, I would have had to pay for parking twice over, hard to explain any better than that."
R0859,40-64,"Childcare makes a weekday appointment impossible, the receptionist was dismissive and rude!"
R0860,65+,"To be fair, I would have had to pay for parking twice over, hard to explain any better than that!"
R0861,18-39,"It is on my list, honestly it is, I would have had to pay for parking twice over, anyway, that is my reason."
R0862,40-64,"Honestly, was made to feel stupid for asking a question."
R0863,18-39,"I do not trust big pharma, full stop, I keep meaning to book it and forgetting!"
R0864,40-64,"Put it this way, kept putting it off for no good reason, not one person in the surgery mentioned it."
R0865,40-64,"Put it this way, it is on my list, honestly it is, I would have had to pay for parking twice over, it is complicated."
R0866,40-64,"Well, the clinic closes at five and I work two jobs."
R0867,18-39,"They rushed it out to make money, it is complicated."
R0868,65+,"Put it this way, I just do not think it is necessary, hard to explain any better than that."
R0869,40-64,"Look, the nearest centre is forty miles away, I heard nothing from anybody about it, it is complicated."
R0870,65+,"Truthfully, nobody would explain anything to me properly, the booking line was engaged every time I rang, it is complicated."
R0871,65+,"I decided against it deliberately, nothing else to add really."
R0872,40-64,"Childcare makes a weekday appointment impossible, I keep meaning to book it and forgetting, no one told me I was even eligible!"
R0873,18-39,"Look, I would have had to pay for parking twice over, it is complicated."
R0874,65+,"Put it this way, I do not trust big pharma, full stop."
R0875,65+,"Well, the clinic closes at five and I work two jobs, hard to explain any better than that."
R0876,40-64,"Honestly, childcare makes a weekday appointment impossible, it is complicated!"
R0877,40-64,"Honestly, I will do it next month, probably, follow the money and you have your answer, nobody would explain anything to me properly, make of that what you will."
R0878,40-64,"Put it this way, they rushed it out to make money."
R0879,40-64,"Truthfully, I heard nothing from anybody about it."
R0880,65+,"Put it this way, my nurse recommended it twice, that is about the size of it."
R0881,18-39,"My GP never brought it up, kept putting it off for no good reason!"
R0882,65+,"Look, follow the money and you have your answer, nobody would explain anything to me properly, nothing else to add really."
R0883,65+,"To be fair, I do not trust big pharma, full stop, that is about the size of it!"
R0884,18-39,"To be fair, I decided against it deliberately, make of that what you will."
R0885,18-39,"My shifts never line up with their opening hours, I heard nothing from anybody about it, it is on my list, honestly it is, hard to explain any better than that!"
R0886,40-64,"Look, not one person in the surgery mentioned it, it is complicated."
R0887,40-64,"If I am honest, I decided against it deliberately, nothing else to add really."
R0888,18-39,"Put it this way, I just do not think it is necessary, make of that what you will."
R0889,18-39,"If I am honest, there is no bus out here and I do not drive, make of that what you will."
R0890,65+,"Just have not got round to it yet, my church teaches against it."
R0891,65+,"There is no bus out here and I do not drive, it is complicated."
R0892,40-64,"Just have not got round to it yet, could not get the time off work for it, nothing else to add really!"
R0893,18-39,"The receptionist was dismissive and rude, not one person in the surgery mentioned it!"
R0894,65+,"To be fair, my GP never brought it up, I would have had to pay for parking twice over."
R0895,18-39,There is too much money in it for me to believe them!
R0896,65+,"Honestly, no religious reason, I simply forgot, that is about the size of it!"
R0897,18-39,"No one told me I was even eligible, my church teaches against it, the booking line was engaged every time I rang, I will do it next month, probably."
R0898,18-39,"The drug companies only care about profit, childcare makes a weekday appointment impossible, that is about the size of it!"
R0899,40-64,"To be fair, I keep meaning to book it and forgetting, that is about the size of it."
R0900,18-39,"The receptionist was dismissive and rude, there is too much money in it for me to believe them."
R0901,65+,"If I am honest, my shifts never line up with their opening hours, kept putting it off for no good reason, I heard nothing from anybody about it, anyway, that is my reason."
R0902,40-64,"To be fair, just have not got round to it yet, no one told me I was even eligible!"
R0903,65+,"My shifts never line up with their opening hours, no one told me I was even eligible!"
R0904,65+,"Look, I decided against it deliberately, hard to explain any better than that."
R0905,65+,"If I am honest, kept putting it off for no good reason."
R0906,65+,"I would have had to pay for parking twice over, my GP never brought it up."
R0907,18-39,"My doctor explained it and I was happy, make of that what you will!"
R0908,40-64,"Put it this way, there is no bus out here and I do not drive, hard to explain any better than that!"
R0909,40-64,"Put it this way, they rushed it out to make money, the booking line was engaged every time I rang!"
R0910,40-64,"Truthfully, was made to feel stupid for asking a question!"
R0911,65+,"Could not get the time off work for it, hard to explain any better than that!"
R0912,40-64,"To be fair, my shifts never line up with their opening hours, it is complicated."
R0913,18-39,"The staff were perfectly polite, that is about the size of it!"
R0914,18-39,"The clinic closes at five and I work two jobs, that is about the size of it!"
R0915,40-64,"Look, my doctor explained it and I was happy."
R0916,18-39,"The manufacturers have lied before and got away with it, anyway, that is my reason."
R0917,40-64,"To be fair, the staff were perfectly polite, nothing else to add really."
R0918,40-64,"Well, my GP never brought it up, follow the money and you have your answer, hard to explain any better than that!"
R0919,40-64,"Follow the money and you have your answer, it is on my list, honestly it is."
R0920,40-64,"If I am honest, I just do not think it is necessary, anyway, that is my reason!"
R0921,18-39,"Truthfully, my doctor explained it and I was happy!"
R0922,40-64,"Well, I just do not think it is necessary, hard to explain any better than that!"
R0923,18-39,"Look, no religious reason, I simply forgot, make of that what you will!"
R0924,40-64,"Not one person in the surgery mentioned it, kept putting it off for no good reason!"
R0925,40-64,"To be fair, I keep meaning to book it and forgetting!"
R0926,65+,"If I am honest, it is on my list, honestly it is."
R0927,18-39,"To be fair, I keep meaning to book it and forgetting."
R0928,40-64,"Truthfully, the nearest centre is forty miles away."
R0929,40-64,"The staff were perfectly polite, make of that what you will!"
R0930,40-64,"I heard nothing from anybody about it, kept putting it off for no good reason."
R0931,65+,"If I am honest, nobody ever suggested I should have it, my shifts never line up with their opening hours."
R0932,65+,"Not one person in the surgery mentioned it, nothing else to add really."
R0933,65+,"I felt patronised for the whole visit, I do not trust big pharma, full stop, the booking line was engaged every time I rang, it is complicated."
R0934,18-39,"The booking line was engaged every time I rang, nothing else to add really."
R0935,65+,"The clinic closes at five and I work two jobs, the drug companies only care about profit, anyway, that is my reason."
R0936,18-39,"I will do it next month, probably, the manufacturers have lied before and got away with it, it is complicated."
R0937,65+,"The manufacturers have lied before and got away with it, could not get the time off work for it, it is complicated."
R0938,18-39,"My GP never brought it up, it is on my list, honestly it is!"
R0939,65+,"Follow the money and you have your answer, kept putting it off for no good reason!"
R0940,40-64,"Truthfully, my doctor explained it and I was happy, it is complicated."
R0941,65+,"Look, my church teaches against it."
R0942,65+,"Truthfully, they talked over me like I was not there, the drug companies only care about profit, nothing else to add really!"
R0943,65+,"Look, no one told me I was even eligible!"
R0944,65+,"Well, I will do it next month, probably, hard to explain any better than that!"
R0945,40-64,"Well, my GP never brought it up, it is complicated!"
R0946,65+,"Put it this way, nobody ever suggested I should have it."
R0947,40-64,"Put it this way, there is too much money in it for me to believe them, kept putting it off for no good reason, it is complicated!"
R0948,65+,"To be fair, the booking line was engaged every time I rang, it is complicated."
R0949,18-39,"Look, the drug companies only care about profit, nothing else to add really."
R0950,18-39,"Truthfully, I decided against it deliberately."
R0951,18-39,"They rushed it out to make money, I heard nothing from anybody about it, that is about the size of it."
R0952,18-39,"Honestly, I just do not think it is necessary, hard to explain any better than that!"
R0953,18-39,"Honestly, follow the money and you have your answer, they talked over me like I was not there!"
R0954,40-64,"It is on my list, honestly it is, I heard nothing from anybody about it!"
R0955,18-39,"Honestly, not one person in the surgery mentioned it."
R0956,18-39,"Honestly, childcare makes a weekday appointment impossible, nothing else to add really."
R0957,18-39,"Well, I do not trust big pharma, full stop, the receptionist was dismissive and rude, there is no bus out here and I do not drive, that is about the size of it."
R0958,18-39,"Put it this way, it is on my list, honestly it is!"
R0959,18-39,"Honestly, I decided against it deliberately, anyway, that is my reason."
R0960,40-64,"Well, childcare makes a weekday appointment impossible, that is about the size of it."
R0961,40-64,"Honestly, I would have had to pay for parking twice over."
R0962,65+,"Put it this way, could not get the time off work for it, it is complicated."
R0963,65+,"No one told me I was even eligible, the drug companies only care about profit, anyway, that is my reason."
R0964,18-39,"Truthfully, the booking line was engaged every time I rang!"
R0965,40-64,"Follow the money and you have your answer, it is complicated!"
R0966,65+,"I will do it next month, probably, that is about the size of it."
R0967,65+,"To be fair, there is too much money in it for me to believe them!"
R0968,65+,"Was made to feel stupid for asking a question, there is too much money in it for me to believe them, that is about the size of it."
R0969,65+,"Well, there is too much money in it for me to believe them, could not get the time off work for it, that is about the size of it."
R0970,18-39,"Could not get the time off work for it, it is complicated!"
R0971,40-64,"Put it this way, my GP never brought it up."
R0972,18-39,"Put it this way, I heard nothing from anybody about it, make of that what you will."
R0973,18-39,"Look, my doctor explained it and I was happy, anyway, that is my reason!"
R0974,65+,"To be fair, the nearest centre is forty miles away, make of that what you will!"
R0975,65+,"Put it this way, they rushed it out to make money, nothing else to add really."
R0976,65+,"To be fair, the nearest centre is forty miles away, nothing else to add really!"
R0977,40-64,"Honestly, there is too much money in it for me to believe them."
R0978,65+,The nearest centre is forty miles away!
R0979,18-39,"Kept putting it off for no good reason, could not get the time off work for it, that is about the size of it."
R0980,18-39,"Childcare makes a weekday appointment impossible, it is on my list, honestly it is."
R0981,40-64,"No one told me I was even eligible, nothing else to add really."
R0982,65+,"My GP never brought it up, childcare makes a weekday appointment impossible."
R0983,18-39,"To be fair, the clinic closes at five and I work two jobs, just have not got round to it yet, not one person in the surgery mentioned it, anyway, that is my reason!"
R0984,40-64,"Put it this way, the staff were perfectly polite, hard to explain any better than that!"
R0985,18-39,"Truthfully, I decided against it deliberately, hard to explain any better than that."
R0986,40-64,"Kept putting it off for no good reason, it is complicated."
R0987,40-64,"Look, the clinic closes at five and I work two jobs."
R0988,40-64,"Look, I do not trust big pharma, full stop."
R0989,40-64,"Well, I decided against it deliberately, it is complicated."
R0990,18-39,"To be fair, the nearest centre is forty miles away!"
R0991,40-64,"Well, the drug companies only care about profit, anyway, that is my reason."
R0992,18-39,"If I am honest, there is no bus out here and I do not drive, no one told me I was even eligible."
R0993,18-39,"I do not trust big pharma, full stop, kept putting it off for no good reason, that is about the size of it."
R0994,18-39,"To be fair, the staff were perfectly polite!"
R0995,65+,"There is no bus out here and I do not drive, I will do it next month, probably, nobody ever suggested I should have it, nothing else to add really!"
R0996,65+,"Well, my doctor explained it and I was happy, make of that what you will."
R0997,40-64,"The clinic closes at five and I work two jobs, make of that what you will."
R0998,65+,"Truthfully, childcare makes a weekday appointment impossible, make of that what you will!"
R0999,18-39,"Look, no religious reason, I simply forgot, nothing else to add really."
R1000,40-64,"Was made to feel stupid for asking a question, the clinic closes at five and I work two jobs, hard to explain any better than that."
R1001,40-64,"To be fair, the clinic closes at five and I work two jobs, they rushed it out to make money!"
R1002,65+,"If I am honest, kept putting it off for no good reason, the booking line was engaged every time I rang, anyway, that is my reason!"
R1003,40-64,"If I am honest, I decided against it deliberately, anyway, that is my reason."
R1004,65+,"There is too much money in it for me to believe them, nothing else to add really!"
R1005,18-39,"The manufacturers have lied before and got away with it, anyway, that is my reason!"
R1006,40-64,"Look, just have not got round to it yet, hard to explain any better than that."
R1007,18-39,"Well, the nearest centre is forty miles away!"
R1008,18-39,"Truthfully, I just do not think it is necessary, hard to explain any better than that!"
R1009,40-64,"I will do it next month, probably, make of that what you will!"
R1010,18-39,"Look, I will do it next month, probably, I felt patronised for the whole visit!"
R1011,18-39,"Put it this way, I will do it next month, probably, the drug companies only care about profit."
R1012,18-39,"If I am honest, the drug companies only care about profit."
R1013,65+,"Put it this way, I heard nothing from anybody about it, I will do it next month, probably, that is about the size of it!"
R1014,18-39,"Look, follow the money and you have your answer, kept putting it off for no good reason."
R1015,40-64,"Put it this way, I heard nothing from anybody about it, hard to explain any better than that."
R1016,18-39,"No one told me I was even eligible, childcare makes a weekday appointment impossible, just have not got round to it yet, nothing else to add really!"
R1017,65+,"It is on my list, honestly it is, nobody would explain anything to me properly, make of that what you will."
R1018,40-64,"I heard nothing from anybody about it, it is complicated."
R1019,18-39,"If I am honest, I decided against it deliberately, anyway, that is my reason!"
R1020,18-39,"Put it this way, the receptionist was dismissive and rude, that is about the size of it!"
R1021,40-64,"Put it this way, nobody would explain anything to me properly, kept putting it off for no good reason, that is about the size of it!"
R1022,18-39,"I just do not think it is necessary, that is about the size of it."
R1023,40-64,"Look, the staff were perfectly polite, it is complicated!"
R1024,65+,"Truthfully, the manufacturers have lied before and got away with it, anyway, that is my reason."
R1025,40-64,"Put it this way, I felt patronised for the whole visit, childcare makes a weekday appointment impossible."
R1026,65+,I heard nothing from anybody about it.
R1027,65+,"Honestly, they rushed it out to make money, hard to explain any better than that."
R1028,65+,"Truthfully, I just do not think it is necessary, anyway, that is my reason."
R1029,40-64,"There is too much money in it for me to believe them, it is complicated."
R1030,65+,"To be fair, the clinic closes at five and I work two jobs, hard to explain any better than that."
R1031,40-64,"Well, no one told me I was even eligible, they rushed it out to make money, was made to feel stupid for asking a question, anyway, that is my reason!"
R1032,40-64,"It is on my list, honestly it is, make of that what you will!"
R1033,18-39,"To be fair, the manufacturers have lied before and got away with it."
R1034,65+,"There is too much money in it for me to believe them, I will do it next month, probably, nothing else to add really."
R1035,18-39,"Well, not one person in the surgery mentioned it, I will do it next month, probably."
R1036,40-64,"I would have had to pay for parking twice over, it is complicated."
R1037,40-64,"Look, my doctor explained it and I was happy, it is complicated."
R1038,40-64,"Look, the staff were perfectly polite, that is about the size of it."
R1039,65+,"My church teaches against it, it is complicated."
R1040,18-39,"Follow the money and you have your answer, anyway, that is my reason."
R1041,40-64,"Truthfully, my nurse recommended it twice!"
R1042,18-39,"Look, they rushed it out to make money, could not get the time off work for it, I keep meaning to book it and forgetting."
R1043,65+,"Honestly, no religious reason, I simply forgot!"
R1044,40-64,"Put it this way, nobody would explain anything to me properly!"
R1045,40-64,"To be fair, no one told me I was even eligible, just have not got round to it yet."
R1046,40-64,"Well, no religious reason, I simply forgot, that is about the size of it."
R1047,65+,"Not one person in the surgery mentioned it, that is about the size of it."
R1048,65+,"Truthfully, no religious reason, I simply forgot, nothing else to add really."
R1049,40-64,"It is on my list, honestly it is, hard to explain any better than that."
R1050,65+,"Put it this way, could not get the time off work for it, make of that what you will."
R1051,18-39,"Well, the receptionist was dismissive and rude, make of that what you will!"
R1052,40-64,"Honestly, the manufacturers have lied before and got away with it!"
R1053,18-39,"Truthfully, I heard nothing from anybody about it, make of that what you will."
R1054,18-39,"To be fair, nobody ever suggested I should have it, the booking line was engaged every time I rang, make of that what you will!"
R1055,40-64,"The manufacturers have lied before and got away with it, that is about the size of it!"
R1056,40-64,"Nobody would explain anything to me properly, anyway, that is my reason."
R1057,65+,"It is on my list, honestly it is, that is about the size of it!"
R1058,65+,"Well, no one told me I was even eligible!"
R1059,18-39,"Kept putting it off for no good reason, childcare makes a weekday appointment impossible!"
R1060,40-64,"Honestly, the staff were perfectly polite, anyway, that is my reason."
R1061,65+,"Well, no one told me I was even eligible, it is complicated."
R1062,18-39,"Truthfully, I felt patronised for the whole visit, nothing else to add really."
R1063,40-64,"To be fair, the staff were perfectly polite, anyway, that is my reason!"
R1064,65+,"Well, childcare makes a weekday appointment impossible, it is complicated!"
R1065,65+,"Put it this way, I decided against it deliberately!"
R1066,18-39,"Put it this way, my GP never brought it up, they rushed it out to make money!"
R1067,40-64,"Nobody ever suggested I should have it, the booking line was engaged every time I rang, anyway, that is my reason."
R1068,65+,"Look, just have not got round to it yet."
R1069,18-39,"Honestly, no religious reason, I simply forgot, that is about the size of it."
R1070,40-64,"Honestly, they talked over me like I was not there, nothing else to add really."
R1071,18-39,"Truthfully, no one told me I was even eligible, the nearest centre is forty miles away!"
R1072,40-64,"Well, I keep meaning to book it and forgetting, it is complicated."
R1073,18-39,"Look, my GP never brought it up, nothing else to add really."
R1074,40-64,"I felt patronised for the whole visit, just have not got round to it yet."
R1075,18-39,"Kept putting it off for no good reason, the manufacturers have lied before and got away with it, hard to explain any better than that."
R1076,65+,"If I am honest, nobody would explain anything to me properly, the drug companies only care about profit, that is about the size of it."
R1077,65+,"To be fair, I decided against it deliberately, that is about the size of it."
R1078,65+,"Kept putting it off for no good reason, make of that what you will."
R1079,65+,"If I am honest, childcare makes a weekday appointment impossible."
R1080,40-64,"Truthfully, I keep meaning to book it and forgetting, anyway, that is my reason."
R1081,65+,"Nobody ever suggested I should have it, I will do it next month, probably, the drug companies only care about profit."
R1082,40-64,"Well, I just do not think it is necessary, nothing else to add really!"
R1083,40-64,"Look, the drug companies only care about profit, I will do it next month, probably."
R1084,65+,"Look, could not get the time off work for it."
R1085,18-39,"Well, there is too much money in it for me to believe them."
R1086,40-64,"Honestly, just have not got round to it yet, nothing else to add really."
R1087,18-39,"Honestly, the staff were perfectly polite, make of that what you will."
R1088,65+,"Put it this way, no one told me I was even eligible, there is too much money in it for me to believe them."
R1089,18-39,"Look, the nearest centre is forty miles away."
R1090,18-39,"If I am honest, my doctor explained it and I was happy!"
R1091,18-39,"I heard nothing from anybody about it, the manufacturers have lied before and got away with it."
R1092,65+,"Well, the staff were perfectly polite, hard to explain any better than that!"
R1093,65+,"Truthfully, my shifts never line up with their opening hours, the manufacturers have lied before and got away with it."
R1094,65+,"Put it this way, the clinic closes at five and I work two jobs."
R1095,65+,"I leave these things in God's hands, anyway, that is my reason."
R1096,40-64,"To be fair, my nurse recommended it twice, make of that what you will."
R1097,65+,"Look, childcare makes a weekday appointment impossible, I heard nothing from anybody about it!"
R1098,65+,"Kept putting it off for no good reason, there is no bus out here and I do not drive!"
R1099,18-39,"To be fair, they rushed it out to make money, make of that what you will."
R1100,40-64,"To be fair, follow the money and you have your answer, nothing else to add really!"
R1101,18-39,"The drug companies only care about profit, the nearest centre is forty miles away, nothing else to add really."
R1102,18-39,"My church teaches against it, just have not got round to it yet, hard to explain any better than that."
R1103,40-64,"The clinic closes at five and I work two jobs, not one person in the surgery mentioned it."
R1104,18-39,"Nobody ever suggested I should have it, I would have had to pay for parking twice over."
R1105,40-64,"Honestly, my doctor explained it and I was happy, nothing else to add really!"
R1106,18-39,"Put it this way, no one told me I was even eligible, make of that what you will!"
R1107,18-39,"Just have not got round to it yet, nothing else to add really!"
R1108,40-64,"If I am honest, there is too much money in it for me to believe them!"
R1109,18-39,"Look, they rushed it out to make money, it is on my list, honestly it is, the receptionist was dismissive and rude, it is complicated."
R1110,40-64,"Look, it is on my list, honestly it is, that is about the size of it!"
R1111,18-39,"Well, I do not trust big pharma, full stop!"
R1112,65+,"Look, the nearest centre is forty miles away, the receptionist was dismissive and rude."
R1113,18-39,"Well, the staff were perfectly polite, that is about the size of it!"
R1114,65+,"To be fair, I felt patronised for the whole visit, the manufacturers have lied before and got away with it!"
R1115,18-39,"No one told me I was even eligible, I keep meaning to book it and forgetting, anyway, that is my reason."
R1116,65+,"Well, my nurse recommended it twice, make of that what you will!"
R1117,65+,"Truthfully, I keep meaning to book it and forgetting, nobody ever suggested I should have it, anyway, that is my reason."
R1118,40-64,"If I am honest, the staff were perfectly polite, nothing else to add really."
R1119,40-64,"Well, the staff were perfectly polite, anyway, that is my reason."
R1120,18-39,"Put it this way, the drug companies only care about profit, hard to explain any better than that!"
R1121,65+,"Well, I just do not think it is necessary, it is complicated."
R1122,40-64,"Well, there is no bus out here and I do not drive, nothing else to add really."
R1123,18-39,"Truthfully, my nurse recommended it twice, hard to explain any better than that."
R1124,65+,"The manufacturers have lied before and got away with it, it is complicated."
R1125,18-39,"To be fair, there is no bus out here and I do not drive."
R1126,40-64,"No one told me I was even eligible, there is no bus out here and I do not drive, nothing else to add really!"
R1127,65+,"Follow the money and you have your answer, I will do it next month, probably, childcare makes a weekday appointment impossible!"
R1128,40-64,"Kept putting it off for no good reason, the clinic closes at five and I work two jobs, nobody ever suggested I should have it."
R1129,40-64,"Well, the drug companies only care about profit, I felt patronised for the whole visit, hard to explain any better than that."
R1130,65+,"If I am honest, I keep meaning to book it and forgetting."
R1131,18-39,"My shifts never line up with their opening hours, the manufacturers have lied before and got away with it."
R1132,40-64,"Truthfully, they rushed it out to make money!"
R1133,65+,"Truthfully, there is too much money in it for me to believe them, kept putting it off for no good reason."
R1134,65+,"To be fair, my shifts never line up with their opening hours, I keep meaning to book it and forgetting, it is complicated!"
R1135,40-64,"Well, childcare makes a weekday appointment impossible!"
R1136,18-39,"Honestly, my church teaches against it, no one told me I was even eligible, there is no bus out here and I do not drive, nothing else to add really!"
R1137,40-64,"Well, I decided against it deliberately, nothing else to add really."
R1138,65+,"Just have not got round to it yet, the drug companies only care about profit, nothing else to add really."
R1139,65+,"Put it this way, no religious reason, I simply forgot, hard to explain any better than that!"
R1140,65+,"Put it this way, I decided against it deliberately, make of that what you will!"
R1141,18-39,"I do not trust big pharma, full stop, there is no bus out here and I do not drive."
R1142,18-39,"Truthfully, my nurse recommended it twice, it is complicated!"
R1143,65+,"Honestly, the booking line was engaged every time I rang, anyway, that is my reason!"
R1144,18-39,"They talked over me like I was not there, my shifts never line up with their opening hours, nothing else to add really!"
R1145,18-39,"The manufacturers have lied before and got away with it, my shifts never line up with their opening hours, nothing else to add really."
R1146,65+,"If I am honest, follow the money and you have your answer, hard to explain any better than that!"
R1147,65+,"Put it this way, nobody ever suggested I should have it, nothing else to add really!"
R1148,18-39,"Put it this way, I would have had to pay for parking twice over!"
R1149,18-39,"Just have not got round to it yet, it is complicated!"
R1150,40-64,"Well, there is no bus out here and I do not drive."
R1151,18-39,"To be fair, my GP never brought it up."
R1152,18-39,"Put it this way, the manufacturers have lied before and got away with it, could not get the time off work for it."
R1153,40-64,"Nobody would explain anything to me properly, it is complicated!"
R1154,40-64,"I will do it next month, probably, I would have had to pay for parking twice over!"
R1155,40-64,"There is too much money in it for me to believe them, that is about the size of it!"
R1156,18-39,"To be fair, the staff were perfectly polite, hard to explain any better than that."
R1157,18-39,"Well, nobody ever suggested I should have it, make of that what you will."
R1158,18-39,"If I am honest, follow the money and you have your answer, kept putting it off for no good reason, that is about the size of it."
R1159,40-64,"Look, could not get the time off work for it, anyway, that is my reason!"
R1160,65+,"It is on my list, honestly it is, anyway, that is my reason!"
R1161,65+,"Put it this way, the booking line was engaged every time I rang, my GP never brought it up, anyway, that is my reason."
R1162,65+,"Truthfully, my GP never brought it up, I will do it next month, probably."
R1163,65+,"Well, they rushed it out to make money, hard to explain any better than that!"
R1164,65+,"There is no bus out here and I do not drive, I felt patronised for the whole visit, it is complicated!"
R1165,18-39,"Truthfully, the drug companies only care about profit, make of that what you will."
R1166,65+,"Was made to feel stupid for asking a question, the manufacturers have lied before and got away with it, my GP never brought it up."
R1167,65+,"My doctor explained it and I was happy, hard to explain any better than that!"
R1168,65+,"The clinic closes at five and I work two jobs, that is about the size of it."
R1169,65+,"Truthfully, childcare makes a weekday appointment impossible, nothing else to add really."
R1170,40-64,"To be fair, no religious reason, I simply forgot, hard to explain any better than that."
R1171,65+,"Put it this way, I just do not think it is necessary, nothing else to add really!"
R1172,65+,"Honestly, could not get the time off work for it!"
R1173,40-64,"Nobody ever suggested I should have it, that is about the size of it!"
R1174,18-39,"To be fair, I just do not think it is necessary, make of that what you will."
R1175,40-64,"Truthfully, my doctor explained it and I was happy, it is complicated!"
R1176,18-39,"Put it this way, I would have had to pay for parking twice over, that is about the size of it."
R1177,40-64,"Well, no religious reason, I simply forgot, it is complicated."
R1178,18-39,"They rushed it out to make money, I would have had to pay for parking twice over."
R1179,40-64,"No religious reason, I simply forgot, anyway, that is my reason!"
R1180,18-39,"Well, it is on my list, honestly it is!"
R1181,40-64,"Honestly, no religious reason, I simply forgot, nothing else to add really!"
R1182,65+,"I just do not think it is necessary, that is about the size of it!"
R1183,18-39,"I keep meaning to book it and forgetting, follow the money and you have your answer, nothing else to add really."
R1184,18-39,"If I am honest, I just do not think it is necessary!"
R1185,65+,"Put it this way, no one told me I was even eligible."
R1186,65+,"My nurse recommended it twice, that is about the size of it!"
R1187,65+,"To be fair, the booking line was engaged every time I rang, they rushed it out to make money, hard to explain any better than that."
R1188,65+,"Nobody ever suggested I should have it, it is on my list, honestly it is!"
R1189,40-64,"I do not trust big pharma, full stop, was made to feel stupid for asking a question, I will do it next month, probably, nothing else to add really."
R1190,40-64,"Not one person in the surgery mentioned it, the clinic closes at five and I work two jobs."
R1191,40-64,"Well, no religious reason, I simply forgot, make of that what you will!"
R1192,65+,"To be fair, I do not trust big pharma, full stop, that is about the size of it."
R1193,18-39,"If I am honest, the booking line was engaged every time I rang, there is too much money in it for me to believe them, nothing else to add really."
R1194,65+,"If I am honest, no religious reason, I simply forgot, hard to explain any better than that!"
R1195,40-64,"No one told me I was even eligible, hard to explain any better than that!"
R1196,65+,"If I am honest, they rushed it out to make money."
R1197,18-39,"Truthfully, they talked over me like I was not there, hard to explain any better than that."
R1198,40-64,"If I am honest, my nurse recommended it twice, nothing else to add really."
R1199,40-64,"Truthfully, I heard nothing from anybody about it, there is too much money in it for me to believe them."
R1200,40-64,"If I am honest, the booking line was engaged every time I rang!"
